text,created_at,author,uri,has_images,reply_to,date,time,language,hour,weekday,time_of_day,sentiment,row_id
"Hi new folks
 my name is Chanea shanay not madwoman 
 I teach high school  community college English  writing
 mom sister wife daughter community member
 core value = compassion
 Im a teacher bc Black girls should see themselves in their educators",2024-07-17T21:37:05Z,did:plc:2vhm7n4xooo65tehcbomhoks,at://did:plc:2vhm7n4xooo65tehcbomhoks/app.bsky.feed.post/3lbwtl26phu2t,TRUE,NA,2024-07-17,21:37:05,en,21,Wednesday,Evening,0.6597,1824
"We hope to provide a framework that can bring together a range of policy responses 
from anti trust to windfall profit taxes buffer stocks regulation against financial speculation emergency price stabilization and increased investments in a new stabilization toolbox ",2024-03-15T18:44:28Z,did:plc:7b5ffheuztsnusuo6cqyrj2t,at://did:plc:7b5ffheuztsnusuo6cqyrj2t/app.bsky.feed.post/3lbwp2budt724,FALSE,at://did:plc:7b5ffheuztsnusuo6cqyrj2t/app.bsky.feed.post/3lbwohox54w2x,2024-03-15,18:44:28,en,18,Friday,Evening,0.743,1825
"his guards visit him they bring gifts and sit by his bedside and talk to him they tell him who has died and who managed to survive

he was unconscious for a long time many of the deceased guards have already had their funerals

wwx holds his hands during such visits",2024-04-25T20:05:38Z,did:plc:st5kvroq62xg5x4fykhvi3xq,at://did:plc:st5kvroq62xg5x4fykhvi3xq/app.bsky.feed.post/3lbwjbz673i2h,FALSE,at://did:plc:st5kvroq62xg5x4fykhvi3xq/app.bsky.feed.post/3lbwjaeyqmu2y,2024-04-25,20:05:38,en,20,Thursday,Evening,-0.7351,1826
"Got to say NHS  worth its weight in gold 

Being feel off for a few days treating with parcemotol and attrubuting to being tired Three consultations over the phone prescription for something two tablets later still feel like death washed up but at least I can think",2024-02-28T18:22:41Z,did:plc:j3sadb6dggiiksg2kc73i7gg,at://did:plc:j3sadb6dggiiksg2kc73i7gg/app.bsky.feed.post/3lbwbsswmz42l,FALSE,NA,2024-02-28,18:22:41,en,18,Wednesday,Evening,-0.296,1827
,2024-02-11T22:26:24Z,did:plc:j3sadb6dggiiksg2kc73i7gg,at://did:plc:j3sadb6dggiiksg2kc73i7gg/app.bsky.feed.post/3lbwgmu3i7d22,FALSE,at://did:plc:j3sadb6dggiiksg2kc73i7gg/app.bsky.feed.post/3lbwfucuj7z24,2024-02-11,22:26:24,en,22,Sunday,Evening,0,1828
Correct Warlock use,2024-05-13T18:45:42Z,did:plc:vxhciymvsjq3xjfnm7qvjnmu,at://did:plc:vxhciymvsjq3xjfnm7qvjnmu/app.bsky.feed.post/3lbwupmubqc26,TRUE,NA,2024-05-13,18:45:42,en,18,Monday,Evening,0,1829
new tests around here,2024-11-26T18:23:55Z,did:plc:q6nof4okeyqt6ggsvxlqt5f6,at://did:plc:q6nof4okeyqt6ggsvxlqt5f6/app.bsky.feed.post/3lbwthgbbl72r,FALSE,NA,2024-11-26,18:23:55,en,18,Tuesday,Evening,0,1830
Higgins got upset with me for not sharing my cantaloupe he hates cantaloupe and always spits it out so he sulked off into the other room,2024-06-19T23:38:09Z,did:plc:xn7qc2nkf7fnllw5pnxfw6vy,at://did:plc:xn7qc2nkf7fnllw5pnxfw6vy/app.bsky.feed.post/3lbwcdlnjqd2v,FALSE,NA,2024-06-19,23:38:09,en,23,Wednesday,Evening,-0.7803,1831
Hinzman has been in the doghouse for  months and now he gets back on the field for the first time since out of necessity  he has had his blocking assignment in hell all day,2024-11-02T19:11:39Z,did:plc:2ao5yl67p4kgm2pp3vqxxemi,at://did:plc:2ao5yl67p4kgm2pp3vqxxemi/app.bsky.feed.post/3lbwu3jiyrk2p,FALSE,NA,2024-11-02,19:11:39,en,19,Saturday,Evening,-0.802,1832
The Messenger is dead A new Quibi must rise,2024-01-31T21:08:20Z,did:plc:q4d2r3dxeurap3l4obc3mqas,at://did:plc:q4d2r3dxeurap3l4obc3mqas/app.bsky.feed.post/3lbws4xxgdg2d,FALSE,NA,2024-01-31,21:08:20,en,21,Wednesday,Evening,-0.6486,1833
The only reason Im in bed at pm is because pm felt too early,2024-03-01T23:34:18Z,did:plc:ciii3453va3bi6ttj7zcvc4p,at://did:plc:ciii3453va3bi6ttj7zcvc4p/app.bsky.feed.post/3lbw6ticyhh2w,TRUE,NA,2024-03-01,23:34:18,en,23,Friday,Evening,0,1834
This has arrived today My year crystal as a Microsoft employee Grateful for the support collaboration and challenges to solve ,2024-02-12T18:24:25Z,did:plc:g2anlmsx7mm2wnrsxlfvhiqg,at://did:plc:g2anlmsx7mm2wnrsxlfvhiqg/app.bsky.feed.post/3lbwpcwnuml2f,TRUE,NA,2024-02-12,18:24:25,en,18,Monday,Evening,0.7783,1835
"I had a name but they took it from me 
I was the man that I wanted to be 
I had a place where I lay my head 
They burnt it to the ground and the sky turned red

",2024-01-08T19:40:03Z,did:plc:l73owxvcclp52s7hgjvihaoj,at://did:plc:l73owxvcclp52s7hgjvihaoj/app.bsky.feed.post/3lbwmlt2tin2y,FALSE,NA,2024-01-08,19:40:03,en,19,Monday,Evening,0,1836
Sophie Yeos language here seems also to reduce consensus to conjecture Just a simple turn of phrase will do it Sells copy    ,2024-07-10T21:52:50Z,did:plc:jof6r627gef5ctjymmrn2sir,at://did:plc:jof6r627gef5ctjymmrn2sir/app.bsky.feed.post/3lbwgsrxtog2c,FALSE,NA,2024-07-10,21:52:50,en,21,Wednesday,Evening,0,1837
"See story on  in English here 

And Spanish here 

And you can listen to all of s radio series for  here scroll down",2024-03-05T21:26:07Z,did:plc:2ipnuxprp5of2dsl32lt4jtf,at://did:plc:2ipnuxprp5of2dsl32lt4jtf/app.bsky.feed.post/3lbw3jerznz2x,FALSE,at://did:plc:2ipnuxprp5of2dsl32lt4jtf/app.bsky.feed.post/3lbw2rne2tc2y,2024-03-05,21:26:07,en,21,Tuesday,Evening,0,1838
"How the Spotify app will look in a few months with Apples restrictions to inapp purchases lifted in the EU

",2024-01-24T19:23:05Z,did:plc:nkbqbwz7lol24lmqrycaeb52,at://did:plc:nkbqbwz7lol24lmqrycaeb52/app.bsky.feed.post/3lbwbdhruze26,FALSE,NA,2024-01-24,19:23:05,en,19,Wednesday,Evening,0,1839
"Note to self Cello appears as intervening voice alongside Hannigan after that  fuck you and the strings sound Hannigan How hollowedout the acoustic piano version sounds without cello and Hannigan Brutal Music is so brutal 

",2024-01-09T18:28:33Z,did:plc:l73owxvcclp52s7hgjvihaoj,at://did:plc:l73owxvcclp52s7hgjvihaoj/app.bsky.feed.post/3lbwlhphoow2j,FALSE,at://did:plc:l73owxvcclp52s7hgjvihaoj/app.bsky.feed.post/3lbwke66z5d2x,2024-01-09,18:28:33,en,18,Tuesday,Evening,-0.9305,1840
"Keeping devices charged while cycle touring  wild camping
",2024-02-25T19:41:13Z,did:plc:hlgj2j5au53z3pibuvoh27zq,at://did:plc:hlgj2j5au53z3pibuvoh27zq/app.bsky.feed.post/3lbwjrpheb32r,FALSE,NA,2024-02-25,19:41:13,en,19,Sunday,Evening,-0.2023,1841
The commission dates to the Paris Conferences of  which established for the first time an international regime to safeguard free navigation on the Danube ,2024-03-01T19:11:02Z,did:plc:nkbqbwz7lol24lmqrycaeb52,at://did:plc:nkbqbwz7lol24lmqrycaeb52/app.bsky.feed.post/3lbwbxoqat624,FALSE,NA,2024-03-01,19:11:02,en,19,Friday,Evening,0.7096,1842
I am now listening to Amber blue by Laura day romance,2024-11-27T22:21:03Z,did:plc:3p4vo44pdcwv33imdamf64gt,at://did:plc:3p4vo44pdcwv33imdamf64gt/app.bsky.feed.post/3lbwqqk5sfs2x,FALSE,NA,2024-11-27,22:21:03,en,22,Wednesday,Evening,0.5574,1843
I meant to be superefficient with my laundry by waiting to do this load until I was done wearing todays clothes but I let autopilot take over my body and these clothes will remain dirty for another week ,2024-06-17T23:27:50Z,did:plc:xn7qc2nkf7fnllw5pnxfw6vy,at://did:plc:xn7qc2nkf7fnllw5pnxfw6vy/app.bsky.feed.post/3lbwg3jk3we2v,FALSE,NA,2024-06-17,23:27:50,en,23,Monday,Evening,-0.5927,1844
"Food prices are Americans top economic concern above wages

Its high time for the Biden administration to take action France could serve as an example for working with retail giants to pressure food processing behemoths to pass on cost decreases",2024-01-29T20:20:09Z,did:plc:7b5ffheuztsnusuo6cqyrj2t,at://did:plc:7b5ffheuztsnusuo6cqyrj2t/app.bsky.feed.post/3lbwrund4vv2c,TRUE,NA,2024-01-29,20:20:09,en,20,Monday,Evening,-0.1027,1845
No need to hurry No need to sparkle No need to be anybody but oneself  Virginia Woolf,2024-11-27T19:56:48Z,did:plc:3g3xaffl4vzex6kc4n5otzps,at://did:plc:3g3xaffl4vzex6kc4n5otzps/app.bsky.feed.post/3lbwioma3oj2i,FALSE,NA,2024-11-27,19:56:48,en,19,Wednesday,Evening,-0.2263,1846
Bay Area fire departments still struggle to hire women NBC Bay Area survey finds,2024-11-26T23:45:37Z,did:plc:5wbpynb7mzulmxfbkfsy4w4g,at://did:plc:5wbpynb7mzulmxfbkfsy4w4g/app.bsky.feed.post/3lbw3eypm5o22,FALSE,NA,2024-11-26,23:45:37,en,23,Tuesday,Evening,-0.5719,1847
A more distant Bridled Tern shot from Coquet Island We were lucky as it had been absent on earlier sailings but showed for ~half hour before heading back out to sea A later sighting turned out to be a dead Puffin a pretty impressive misidentification ,2024-06-04T20:36:16Z,did:plc:iupppyw7ckzsdiewnpunn2wf,at://did:plc:iupppyw7ckzsdiewnpunn2wf/app.bsky.feed.post/3lbwejms2sr27,TRUE,NA,2024-06-04,20:36:16,en,20,Tuesday,Evening,0.5719,1848
"He discovers himself in her presence thats the thing It is a reflection all others must play against He is pleased with himself

 James Salter",2024-01-07T18:58:06Z,did:plc:l73owxvcclp52s7hgjvihaoj,at://did:plc:l73owxvcclp52s7hgjvihaoj/app.bsky.feed.post/3lbwnrqufe42y,FALSE,NA,2024-01-07,18:58:06,en,18,Sunday,Evening,0.6486,1849
I am now listening to ice town by ,2024-11-27T23:21:01Z,did:plc:3p4vo44pdcwv33imdamf64gt,at://did:plc:3p4vo44pdcwv33imdamf64gt/app.bsky.feed.post/3lbwu3rball2r,FALSE,NA,2024-11-27,23:21:01,en,23,Wednesday,Evening,0,1850
book  was an incredibly fast read and romantic and lovely with TWISTS I wasnt expecting I think in five years is still my favorite of hers but this is a very close second,2024-05-10T22:04:25Z,did:plc:j7vnmfrrmvkz42bx7gvl7q32,at://did:plc:j7vnmfrrmvkz42bx7gvl7q32/app.bsky.feed.post/3lbwgyii5if2q,TRUE,at://did:plc:j7vnmfrrmvkz42bx7gvl7q32/app.bsky.feed.post/3lbwg4qlyqw2b,2024-05-10,22:04:25,en,22,Friday,Evening,0.6428,1851
Not the greatest day to be a fledgling Stonechat in the driving rain at Newton today ,2024-05-22T18:41:10Z,did:plc:iupppyw7ckzsdiewnpunn2wf,at://did:plc:iupppyw7ckzsdiewnpunn2wf/app.bsky.feed.post/3lbwm3shnst2n,TRUE,NA,2024-05-22,18:41:10,en,18,Wednesday,Evening,-0.5216,1852
"Neolithic cycling  train to Ballymote then on to Kesh  Carrowkeel  Rathcroghan before taking the Royal Canal back to Dublin via Mullingar
",2024-04-07T20:09:28Z,did:plc:hlgj2j5au53z3pibuvoh27zq,at://did:plc:hlgj2j5au53z3pibuvoh27zq/app.bsky.feed.post/3lbwiiyr6ap2r,FALSE,NA,2024-04-07,20:09:28,en,20,Sunday,Evening,0,1853
Back To The PopsCD+DVD,2024-11-27T22:30:45Z,did:plc:4ekeqde2owp46kelwl3ps3wh,at://did:plc:4ekeqde2owp46kelwl3ps3wh/app.bsky.feed.post/3lbwnwn3xhg22,FALSE,NA,2024-11-27,22:30:45,en,22,Wednesday,Evening,0,1854
"if only mauga had been around back in the days of classic overwatch
there would have been so much hyper porn of him",2024-11-27T18:15:00Z,did:plc:vinugotklypbywz5awimsdor,at://did:plc:vinugotklypbywz5awimsdor/app.bsky.feed.post/3lbx5sujrbk2k,FALSE,NA,2024-11-27,18:15:00,en,18,Wednesday,Evening,0,1855
Right up there with walking out of a crappy movie Dont even finish the stale popcorn,2024-11-26T20:47:01Z,did:plc:fsdkmfyumulmzzl6qifeeyjr,at://did:plc:fsdkmfyumulmzzl6qifeeyjr/app.bsky.feed.post/3lbuvtroyus23,FALSE,at://did:plc:bqnuveoat75smihu3zk2gb5q/app.bsky.feed.post/3lbvmjlayhk2b,2024-11-26,20:47:01,en,20,Tuesday,Evening,-0.5574,1856
worldcinemagreatsitenettt,2024-11-27T21:55:13Z,did:plc:sze5yuydq3cuoad4tbhgwu44,at://did:plc:sze5yuydq3cuoad4tbhgwu44/app.bsky.feed.post/3lbxk4n3ab22i,FALSE,NA,2024-11-27,21:55:13,en,21,Wednesday,Evening,0,1857
"Locating Wild Camping spots with Google Maps for  touring  
",2024-02-14T19:53:59Z,did:plc:hlgj2j5au53z3pibuvoh27zq,at://did:plc:hlgj2j5au53z3pibuvoh27zq/app.bsky.feed.post/3lbwkqmlopq2b,FALSE,NA,2024-02-14,19:53:59,en,19,Wednesday,Evening,0,1858
I was planning on doing a reach out spree for the community archive but Im feeling weird about nagging people so Ill just make a few cool apps to entice most ppl,2024-09-12T22:39:34Z,did:plc:zwvvhna4ucqumdxvwqasu5lf,at://did:plc:zwvvhna4ucqumdxvwqasu5lf/app.bsky.feed.post/3lbwagmqwks2c,FALSE,NA,2024-09-12,22:39:34,en,22,Thursday,Evening,-0.7175,1859
ISPs Say Their Excellent Customer Service Is Why Users Dont Switch Providers ,2024-11-26T22:37:33Z,did:plc:u2vyvvxcjqs5ctnbdooodirq,at://did:plc:u2vyvvxcjqs5ctnbdooodirq/app.bsky.feed.post/3lbw7gohfhc26,FALSE,NA,2024-11-26,22:37:33,en,22,Tuesday,Evening,0.5719,1860
"Further thoughts brought up elsewhere by 

Thanks to  for the original Doubt Spectrum graph ",2024-02-21T18:12:31Z,did:plc:ih2zzzqu2ts42vnqehpwsqd2,at://did:plc:ih2zzzqu2ts42vnqehpwsqd2/app.bsky.feed.post/3lbwobhmwuv2t,TRUE,at://did:plc:ih2zzzqu2ts42vnqehpwsqd2/app.bsky.feed.post/3lbwnpr35ix2t,2024-02-21,18:12:31,en,18,Wednesday,Evening,0.4019,1861
"The US builds and the EU regulates

The Gemini appwill be available in Japanese Korean and English globally except for the UK Switzerland European Economic Area countries and associated territories",2024-02-05T19:49:38Z,did:plc:nkbqbwz7lol24lmqrycaeb52,at://did:plc:nkbqbwz7lol24lmqrycaeb52/app.bsky.feed.post/3lbwbl422qi2z,FALSE,NA,2024-02-05,19:49:38,en,19,Monday,Evening,0,1862
I know that theres tons of men that have fucked me like this but  was just hitting it so good Even when he slid out by accident we kept frotting,2024-09-14T23:22:22Z,did:plc:pguurkas2ku62d4dxqafjedx,at://did:plc:pguurkas2ku62d4dxqafjedx/app.bsky.feed.post/3lbwq4fqvg42q,FALSE,NA,2024-09-14,23:22:22,en,23,Saturday,Evening,0.0031,1863
"Were currently training our nextgen model Llama including k Hs by the end of this year  and overall almost k Hs equivalents of compute if you include other GPUs

",2024-01-18T20:00:59Z,did:plc:nkbqbwz7lol24lmqrycaeb52,at://did:plc:nkbqbwz7lol24lmqrycaeb52/app.bsky.feed.post/3lbwbbdkxeo24,FALSE,NA,2024-01-18,20:00:59,en,20,Thursday,Evening,0,1864
July   Flowers and telegrams pour in for John Voorhis the grand sachem of Tammany Hall on his th birthday The New Yorker is a former state and city Board of Elections boss and member of the Police Commission,2024-07-27T21:44:33Z,did:plc:t7wnxgjye6hhend6qfsxeghr,at://did:plc:t7wnxgjye6hhend6qfsxeghr/app.bsky.feed.post/3lbwrvsugft2b,TRUE,NA,2024-07-27,21:44:33,en,21,Saturday,Evening,0.4588,1865
Richmond Va TimesDispatch,2024-07-30T20:02:40Z,did:plc:t7wnxgjye6hhend6qfsxeghr,at://did:plc:t7wnxgjye6hhend6qfsxeghr/app.bsky.feed.post/3lbwe7yrckc2z,TRUE,at://did:plc:t7wnxgjye6hhend6qfsxeghr/app.bsky.feed.post/3lbwde4qpvq2z,2024-07-30,20:02:40,en,20,Tuesday,Evening,0,1866
More notable lampposts from Minneapolis Boston Kansas City and Denver Gaze on these four and eight more ,2024-10-04T20:32:01Z,did:plc:guj7eblge3tpdo5ahfn4jr45,at://did:plc:guj7eblge3tpdo5ahfn4jr45/app.bsky.feed.post/3lbwgu6qwyi27,TRUE,at://did:plc:guj7eblge3tpdo5ahfn4jr45/app.bsky.feed.post/3lbwfyqh5cn2c,2024-10-04,20:32:01,en,20,Friday,Evening,0,1867
Seeing  again next month ,2024-09-07T22:07:44Z,did:plc:pguurkas2ku62d4dxqafjedx,at://did:plc:pguurkas2ku62d4dxqafjedx/app.bsky.feed.post/3lbwsmdr76l2d,FALSE,NA,2024-09-07,22:07:44,en,22,Saturday,Evening,0,1868
"Comedian Matt Lieb describing his bar mitzvah at the  protest 
",2024-01-15T18:54:47Z,did:plc:l73owxvcclp52s7hgjvihaoj,at://did:plc:l73owxvcclp52s7hgjvihaoj/app.bsky.feed.post/3lbw6c4figz2n,FALSE,NA,2024-01-15,18:54:47,en,18,Monday,Evening,0.15310000000000001,1869
To round off the first day of our  short course we all went to dinner together to get to know one another a bit better and keep the discussions from todays lectures going Then its off to bed so that were well rested for tomorrows course activities,2024-03-04T19:24:25Z,did:plc:wp6xmz2xi75s6lr2hxy63sg4,at://did:plc:wp6xmz2xi75s6lr2hxy63sg4/app.bsky.feed.post/3lbw5vknzjg2h,TRUE,NA,2024-03-04,19:24:25,en,19,Monday,Evening,0.6444,1870
"You need to support him better Your Majesty xxc says He does not feel safe with the way youre currently holding him

lwj tries to hold ayuan closer to his chest but ayuan shrieks and wriggles as hard as his tiny body can manage",2024-01-22T23:35:05Z,did:plc:st5kvroq62xg5x4fykhvi3xq,at://did:plc:st5kvroq62xg5x4fykhvi3xq/app.bsky.feed.post/3lbwhthuazy2o,FALSE,at://did:plc:st5kvroq62xg5x4fykhvi3xq/app.bsky.feed.post/3lbwgwcdyg32e,2024-01-22,23:35:05,en,23,Monday,Evening,0.1273,1871
more of strange pics,2024-05-26T23:29:07Z,did:plc:vxhciymvsjq3xjfnm7qvjnmu,at://did:plc:vxhciymvsjq3xjfnm7qvjnmu/app.bsky.feed.post/3lbwuv7bq4g25,TRUE,NA,2024-05-26,23:29:07,en,23,Sunday,Evening,-0.2682,1872
drawing and looking at them makes me a bit happy,2024-01-03T22:13:53Z,did:plc:vxhciymvsjq3xjfnm7qvjnmu,at://did:plc:vxhciymvsjq3xjfnm7qvjnmu/app.bsky.feed.post/3lbwtyqelfx2l,TRUE,NA,2024-01-03,22:13:53,en,22,Wednesday,Evening,0.5719,1873
The pessimist sees difficulty in every opportunity The optimist sees opportunity in every difficulty  Winston Churchill,2024-11-27T22:26:54Z,did:plc:3g3xaffl4vzex6kc4n5otzps,at://did:plc:3g3xaffl4vzex6kc4n5otzps/app.bsky.feed.post/3lbwr2zbitl2j,FALSE,NA,2024-11-27,22:26:54,en,22,Wednesday,Evening,0.4019,1874
"ME What does heartburn feel like

HE That daily burning sensation in the upper GI

ME Hoping this coffee will fix it",2024-01-15T18:04:36Z,did:plc:l73owxvcclp52s7hgjvihaoj,at://did:plc:l73owxvcclp52s7hgjvihaoj/app.bsky.feed.post/3lbw6c4ghfr23,FALSE,NA,2024-01-15,18:04:36,en,18,Monday,Evening,0.6486,1875
These sillies ,2024-01-22T23:04:30Z,did:plc:vxhciymvsjq3xjfnm7qvjnmu,at://did:plc:vxhciymvsjq3xjfnm7qvjnmu/app.bsky.feed.post/3lbwu5snkiu25,FALSE,NA,2024-01-22,23:04:30,en,23,Monday,Evening,0.2023,1876
So I finally started to play Dark Souls recently and,2024-02-18T23:21:39Z,did:plc:vxhciymvsjq3xjfnm7qvjnmu,at://did:plc:vxhciymvsjq3xjfnm7qvjnmu/app.bsky.feed.post/3lbwua5luit2e,TRUE,NA,2024-02-18,23:21:39,en,23,Sunday,Evening,0.34,1877
"If you like this youll love our newsletter

Hundreds of visuals every earnings season

Join + subscribers 
 ",2024-11-26T21:35:04Z,did:plc:kio5ffqovakoioxtxbuat6mr,at://did:plc:kio5ffqovakoioxtxbuat6mr/app.bsky.feed.post/3lbw6z4fdp72g,TRUE,at://did:plc:kio5ffqovakoioxtxbuat6mr/app.bsky.feed.post/3lbw6yzyac22s,2024-11-26,21:35:04,en,21,Tuesday,Evening,0.836,1878
"Stuff people are building on community archive data already

channeling the spirit of tpot



",2024-09-15T20:14:42Z,did:plc:zwvvhna4ucqumdxvwqasu5lf,at://did:plc:zwvvhna4ucqumdxvwqasu5lf/app.bsky.feed.post/3lbwddtt7uo2n,FALSE,NA,2024-09-15,20:14:42,en,20,Sunday,Evening,0.1779,1879
Boulmer  my first Manxie of the year Whimbrel White  Yellow Wagtail  Wheatear  Rb Mergansers  Com Sand Big jump in small wader numbers including the same weird Dunlintypething that has been stopping off here since at least  video tonight pic May ,2024-05-09T20:36:48Z,did:plc:iupppyw7ckzsdiewnpunn2wf,at://did:plc:iupppyw7ckzsdiewnpunn2wf/app.bsky.feed.post/3lbwrehjgjz27,TRUE,NA,2024-05-09,20:36:48,en,20,Thursday,Evening,-0.3182,1880
Setting aside the weirdness of this partnership Scorsese on a platform as small as Fox Nation is hilarious,2024-03-27T21:58:10Z,did:plc:q4d2r3dxeurap3l4obc3mqas,at://did:plc:q4d2r3dxeurap3l4obc3mqas/app.bsky.feed.post/3lbwbx53zdu2j,TRUE,NA,2024-03-27,21:58:10,en,21,Wednesday,Evening,0.2023,1881
If I didnt have any morals or self respect Id probably be a republican because democrats suck at politics,2024-07-18T23:01:17Z,did:plc:2vhm7n4xooo65tehcbomhoks,at://did:plc:2vhm7n4xooo65tehcbomhoks/app.bsky.feed.post/3lbwrlwn6w522,FALSE,NA,2024-07-18,23:01:17,en,23,Thursday,Evening,0.0516,1882
New recovery suit just dropped,2024-02-10T22:24:24Z,did:plc:ciii3453va3bi6ttj7zcvc4p,at://did:plc:ciii3453va3bi6ttj7zcvc4p/app.bsky.feed.post/3lbwf32sv6o24,TRUE,NA,2024-02-10,22:24:24,en,22,Saturday,Evening,0,1883
it hasnt always been ,2024-10-07T19:04:11Z,did:plc:nkbqbwz7lol24lmqrycaeb52,at://did:plc:nkbqbwz7lol24lmqrycaeb52/app.bsky.feed.post/3lbwhjsroai27,FALSE,NA,2024-10-07,19:04:11,en,19,Monday,Evening,0,1884
" Remember the choices we make in how we interact are vital

These cards show how patience knowledge empathy and respect can overcome most of the obstacles keeping some people misinformed and go a long way to helping solve the big issues of our world today

Get talking",2024-02-27T22:27:07Z,did:plc:ih2zzzqu2ts42vnqehpwsqd2,at://did:plc:ih2zzzqu2ts42vnqehpwsqd2/app.bsky.feed.post/3lbw5jpnd5e24,TRUE,at://did:plc:ih2zzzqu2ts42vnqehpwsqd2/app.bsky.feed.post/3lbw4sxne2u2k,2024-02-27,22:27:07,en,22,Tuesday,Evening,0.4284,1885
"Democracy and Billionaires 

Rebecca Solnit | Why DEI is Failing | Factoids | Elsewhere and Elsewhen 
",2024-02-27T20:12:39Z,did:plc:rv4qmgwse4zcxftridn2mwtw,at://did:plc:rv4qmgwse4zcxftridn2mwtw/app.bsky.feed.post/3lbwpubughd2q,FALSE,NA,2024-02-27,20:12:39,en,20,Tuesday,Evening,-0.5106,1886
This is a real bullshit way to treat your pet Only clout demon brain rot would lead to you posting this on your own Instagram,2024-07-25T21:29:43Z,did:plc:yuftpablsboptlqgub33bfrg,at://did:plc:yuftpablsboptlqgub33bfrg/app.bsky.feed.post/3lbwfkecg6e2b,TRUE,NA,2024-07-25,21:29:43,en,21,Thursday,Evening,-0.2732,1887
"On average more than  companies shared data with Meta about each participant with some volunteers data being shared by more than  companies

",2024-01-17T21:12:55Z,did:plc:nkbqbwz7lol24lmqrycaeb52,at://did:plc:nkbqbwz7lol24lmqrycaeb52/app.bsky.feed.post/3lbwbawzpbz2r,FALSE,NA,2024-01-17,21:12:55,en,21,Wednesday,Evening,0.6204,1888
After a few quick photos of the Snipe chick previous post I left it in peace  but not before propping my phone up to see what it did when it unfroze Here it is scarpering,2024-06-27T20:23:52Z,did:plc:iupppyw7ckzsdiewnpunn2wf,at://did:plc:iupppyw7ckzsdiewnpunn2wf/app.bsky.feed.post/3lbw6l5t2ga2w,FALSE,NA,2024-06-27,20:23:52,en,20,Thursday,Evening,0.3071,1889
Solstice related The street light next to my back door came on,2024-04-08T19:31:40Z,did:plc:rv4qmgwse4zcxftridn2mwtw,at://did:plc:rv4qmgwse4zcxftridn2mwtw/app.bsky.feed.post/3lbwat73xer23,FALSE,NA,2024-04-08,19:31:40,en,19,Monday,Evening,0,1890
This is very niche but I rewatched Revenge this summer and there is literally no better wingman in the history of television than this man,2024-07-31T22:33:13Z,did:plc:2vhm7n4xooo65tehcbomhoks,at://did:plc:2vhm7n4xooo65tehcbomhoks/app.bsky.feed.post/3lbwfwqvk7v2s,TRUE,NA,2024-07-31,22:33:13,en,22,Wednesday,Evening,-0.8275,1891
"Getting your bike on an Irish train for cycle touring in Ireland
",2024-06-12T18:00:52Z,did:plc:hlgj2j5au53z3pibuvoh27zq,at://did:plc:hlgj2j5au53z3pibuvoh27zq/app.bsky.feed.post/3lbwehmjkwc2q,FALSE,NA,2024-06-12,18:00:52,en,18,Wednesday,Evening,0,1892
Interesting to see how this can be monitored,2024-03-18T19:13:51Z,did:plc:nkbqbwz7lol24lmqrycaeb52,at://did:plc:nkbqbwz7lol24lmqrycaeb52/app.bsky.feed.post/3lbwc6doeet26,TRUE,NA,2024-03-18,19:13:51,en,19,Monday,Evening,0.4019,1893
"And the prince wwx asks voice small

Jingyi will be living with me nmj answers He doesnt need AHuan as much as he did in the past and he looks conflicted  it may be for the best considering AHuans current state",2024-04-26T21:36:35Z,did:plc:st5kvroq62xg5x4fykhvi3xq,at://did:plc:st5kvroq62xg5x4fykhvi3xq/app.bsky.feed.post/3lbwnc32aqz2r,FALSE,at://did:plc:st5kvroq62xg5x4fykhvi3xq/app.bsky.feed.post/3lbwnbp6eaz2n,2024-04-26,21:36:35,en,21,Friday,Evening,0.6369,1894
July   Britain issues a note to the US and Japan warning that their plans to elevate the guns on existing battleships extending these vessels range would violate the Washington Naval Treaty signed in ,2024-07-30T20:02:36Z,did:plc:t7wnxgjye6hhend6qfsxeghr,at://did:plc:t7wnxgjye6hhend6qfsxeghr/app.bsky.feed.post/3lbwde4qpvq2z,TRUE,NA,2024-07-30,20:02:36,en,20,Tuesday,Evening,-0.7269,1895
I made this for my son I hope it worth it ,2024-11-26T19:57:47Z,did:plc:7fkxj556ldi7l3v4247ps6pz,at://did:plc:7fkxj556ldi7l3v4247ps6pz/app.bsky.feed.post/3lbut3qnnj22a,TRUE,NA,2024-11-26,19:57:47,en,19,Tuesday,Evening,0.5859,1896
"community archive news

search is a bit broken and upload looks broken but works 

Im chilling a bit will be back on Monday",2024-09-14T23:52:24Z,did:plc:zwvvhna4ucqumdxvwqasu5lf,at://did:plc:zwvvhna4ucqumdxvwqasu5lf/app.bsky.feed.post/3lbw7m3l4sr2r,FALSE,NA,2024-09-14,23:52:24,en,23,Saturday,Evening,-0.5023,1897
"ME Just finish it

MY I Thats easy for you to say Youre not the one who comes out looking bad in this

ME Hey I did defend you

MY I How dare you say I How dare you use me that way

ME But you just used me 

RADU As you argue I am eating a poetry anthology",2024-01-05T19:55:31Z,did:plc:l73owxvcclp52s7hgjvihaoj,at://did:plc:l73owxvcclp52s7hgjvihaoj/app.bsky.feed.post/3lbwq52hs3c2y,FALSE,NA,2024-01-05,19:55:31,en,19,Friday,Evening,-0.5267,1898
